"subj_idx","trialNum","rt","intervalType","blockType","Switch","scaledRunningTime","Age","Age_2","Age_Years","response","congruency","SinceSwitch"
"5513256cfdf99b1607b1f47b",9,0.265,"Speed","Mixed","Switch",0.343747552242442,-0.00244609044683658,9.03918250464642e-05,32,1,"incongruent",0
"5513256cfdf99b1607b1f47b",13,0.295,"Speed","Mixed","Switch",1.27288197591883,-0.00244609044683658,9.03918250464642e-05,32,-1,"incongruent",0
"5513256cfdf99b1607b1f47b",1,0.644,"Accuracy","Mixed","Switch",-1.43278181375742,-0.00244609044683658,9.03918250464642e-05,32,1,"congruent",0
"5513256cfdf99b1607b1f47b",2,1.494,"Accuracy","Mixed","Switch",-1.15278061167619,-0.00244609044683658,9.03918250464642e-05,32,1,"incongruent",0
"5513256cfdf99b1607b1f47b",4,1.115,"Accuracy","Mixed","Switch",0.060268074358959,-0.00244609044683658,9.03918250464642e-05,32,1,"incongruent",0
"5513256cfdf99b1607b1f47b",5,0.614,"Accuracy","Mixed","Switch",0.653748883118092,-0.00244609044683658,9.03918250464642e-05,32,1,"congruent",0
"5513256cfdf99b1607b1f47b",6,0.795,"Accuracy","Mixed","Switch",1.02940266976124,-0.00244609044683658,9.03918250464642e-05,32,1,"congruent",0
"5513256cfdf99b1607b1f47b",5,0.252,"Speed","Mixed","Switch",-0.61495221575308,-0.00244609044683658,9.03918250464642e-05,32,1,"incongruent",0
"5513256cfdf99b1607b1f47b",10,0.3,"Speed","Mixed","Switch",0.522878756058386,-0.00244609044683658,9.03918250464642e-05,32,-1,"incongruent",0
"5513256cfdf99b1607b1f47b",1,0.991,"Accuracy","Mixed","Switch",-1.43278181375742,-0.00244609044683658,9.03918250464642e-05,32,1,"congruent",0
"5513256cfdf99b1607b1f47b",2,0.727,"Accuracy","Mixed","Switch",-1.00191039875354,-0.00244609044683658,9.03918250464642e-05,32,1,"incongruent",0
"5513256cfdf99b1607b1f47b",3,0.782,"Accuracy","Mixed","Switch",-0.577125966403597,-0.00244609044683658,9.03918250464642e-05,32,1,"incongruent",0
"5513256cfdf99b1607b1f47b",4,0.777,"Accuracy","Mixed","Switch",-0.128428387913176,-0.00244609044683658,9.03918250464642e-05,32,1,"congruent",0
"5513256cfdf99b1607b1f47b",5,0.813,"Accuracy","Mixed","Switch",0.318095268200839,-0.00244609044683658,9.03918250464642e-05,32,1,"congruent",0
"5513256cfdf99b1607b1f47b",6,0.728,"Accuracy","Mixed","Switch",0.780271165424984,-0.00244609044683658,9.03918250464642e-05,32,1,"incongruent",0
"5513256cfdf99b1607b1f47b",7,0.764,"Accuracy","Mixed","Switch",1.20549038225021,-0.00244609044683658,9.03918250464642e-05,32,1,"congruent",0
"5513256cfdf99b1607b1f47b",2,0.278,"Speed","Mixed","Switch",-1.30278125564828,-0.00244609044683658,9.03918250464642e-05,32,1,"incongruent",0
"5513256cfdf99b1607b1f47b",4,0.276,"Speed","Mixed","Switch",-0.841474927374698,-0.00244609044683658,9.03918250464642e-05,32,1,"incongruent",0
"5513256cfdf99b1607b1f47b",6,0.3,"Speed","Mixed","Switch",-0.396255624686528,-0.00244609044683658,9.03918250464642e-05,32,1,"incongruent",0
"5513256cfdf99b1607b1f47b",8,0.282,"Speed","Mixed","Switch",0.0641811346364918,-0.00244609044683658,9.03918250464642e-05,32,-1,"incongruent",0
"5513256cfdf99b1607b1f47b",13,0.369,"Speed","Mixed","Switch",1.2198382699345,-0.00244609044683658,9.03918250464642e-05,32,-1,"incongruent",0
"5513256cfdf99b1607b1f47b",14,0.293,"Speed","Mixed","Switch",1.48896986013369,-0.00244609044683658,9.03918250464642e-05,32,1,"congruent",0
"5513256cfdf99b1607b1f47b",1,0.798,"Accuracy","Mixed","Switch",-1.43278181375742,-0.00244609044683658,9.03918250464642e-05,32,1,"congruent",0
